InvoiceNo,Description,Quantity
101751,Toothbrush,1
101751,Wheat Flour,1
101751,Tomato,1
101752,Dishwashing Liquid,3
101752,Yogurt,1
101752,Fish,1
101752,Grapes,1
101753,Chocolate,3
101753,Rice,3
101753,Spices,3
101753,Onion,2
101753,Sugar,1
101754,Eggs,1
101754,Detergent,2
101754,Soap,3
101754,Fish,2
101754,Tomato,3
101755,Carrot,1
101755,Apple,1
101755,Jam,1
101755,Grapes,3
101756,Cheese,1
101756,Fruit Juice,1
101756,Detergent,2
101756,Chips,2
101756,Orange,2
101756,Sugar,1
101757,Tea,2
101757,Apple,1
101757,Banana,3
101758,Tissue Paper,3
101758,Bread,3
101758,Rice,2
101758,Salt,3
101758,Conditioner,3
101759,Banana,1
101759,Soft Drink,3
101759,Tissue Paper,1
101760,Shampoo,1
101760,Apple,2
101760,Yogurt,1
101760,Conditioner,2
101761,Potato,1
101761,Cookies,1
101761,Cheese,3
101762,Fruit Juice,1
101762,Rice,1
101762,Fish,3
101762,Biscuits,1
101762,Tomato,3
101763,Tea,1
101763,Cookies,1
101763,Rice,1
101763,Sugar,1
101764,Cookies,2
101764,Spices,1
101764,Apple,2
101764,Coffee,2
101764,Yogurt,1
101764,Cooking Oil,2
101765,Spices,2
101765,Cheese,3
101765,Popcorn,2
101765,Fish,1
101766,Cheese,1
101766,Fruit Juice,1
101766,Tissue Paper,2
101766,Apple,3
101766,Biscuits,1
101767,Butter,3
101767,Spices,3
101767,Toothbrush,1
101768,Cheese,3
101768,Fruit Juice,3
101768,Eggs,2
101768,Sugar,3
101768,Wheat Flour,1
101769,Chicken,2
101769,Tea,1
101769,Soap,2
101769,Shampoo,2
101769,Apple,3
101770,Conditioner,1
101770,Soap,1
101770,Soft Drink,2
101770,Toothbrush,3
101771,Rice,2
101771,Apple,1
101771,Soft Drink,3
101771,Butter,1
101771,Orange,2
101771,Tomato,3
101772,Yogurt,1
101772,Fruit Juice,1
101772,Sugar,1
101773,Toothpaste,3
101773,Detergent,1
101773,Onion,2
101773,Fish,1
101773,Butter,2
101773,Toothbrush,2
101774,Cookies,3
101774,Tea,2
101774,Apple,3
101774,Onion,1
101774,Fish,2
101774,Soft Drink,1
101774,Butter,1
101775,Cookies,1
101775,Shampoo,1
101775,Apple,2
101775,Spices,2
101775,Biscuits,1
101776,Carrot,1
101776,Jam,3
101776,Apple,3
101776,Soft Drink,1
101777,Salt,2
101777,Chips,3
101777,Orange,3
101777,Toothbrush,2
101778,Spices,1
101778,Milk,1
101778,Conditioner,2
101778,Tissue Paper,3
101779,Carrot,2
101779,Onion,3
101779,Apple,3
101779,Chips,1
101779,Salt,1
101779,Fish,3
101779,Biscuits,3
101780,Biscuits,1
101780,Jam,2
101780,Cookies,3
101780,Shampoo,1
101781,Butter,1
101781,Bread,3
101781,Toothbrush,1
101782,Bread,1
101782,Jam,2
101782,Soft Drink,2
101782,Butter,1
101782,Orange,1
101783,Cookies,3
101783,Popcorn,3
101783,Tissue Paper,2
101783,Jam,3
101783,Soft Drink,1
101783,Wheat Flour,1
101784,Apple,3
101784,Yogurt,3
101784,Cooking Oil,3
101784,Conditioner,2
101785,Tea,1
101785,Toothbrush,2
101785,Biscuits,3
101785,Sugar,3
101786,Cookies,1
101786,Eggs,1
101786,Fruit Juice,2
101786,Soft Drink,3
101787,Rice,1
101787,Potato,1
101787,Coffee,3
101787,Soft Drink,1
101787,Orange,3
101787,Toothbrush,2
101788,Carrot,3
101788,Apple,1
101788,Banana,1
101788,Grapes,2
101789,Popcorn,3
101789,Toothpaste,2
101789,Salt,3
101789,Biscuits,2
101789,Conditioner,3
101790,Rice,2
101790,Spices,3
101790,Coffee,1
101790,Cooking Oil,1
101790,Sugar,3
101791,Biscuits,1
101791,Cooking Oil,1
101791,Soft Drink,1
101792,Yogurt,1
101792,Fish,2
101792,Grapes,3
101792,Orange,2
101792,Toothbrush,3
101793,Coffee,2
101793,Salt,3
101793,Dishwashing Liquid,3
101793,Soap,3
101794,Spices,3
101794,Fish,1
101794,Toothpaste,3
101795,Chips,1
101795,Bread,2
101795,Soft Drink,2
101796,Milk,1
101796,Fruit Juice,2
101796,Wheat Flour,1
101797,Chips,1
101797,Toothbrush,2
101797,Fruit Juice,3
101797,Tomato,1
101798,Milk,3
101798,Banana,3
101798,Toothpaste,1
101798,Detergent,2
101798,Jam,3
101799,Dishwashing Liquid,2
101799,Cheese,2
101799,Fruit Juice,3
101800,Popcorn,3
101800,Chocolate,1
101800,Spices,1
101800,Cooking Oil,2
101800,Fish,2
101800,Biscuits,3
101801,Eggs,1
101801,Spices,2
101801,Coffee,3
101801,Biscuits,2
101801,Tomato,1
101801,Toothbrush,1
101802,Conditioner,3
101802,Chips,3
101802,Yogurt,1
101802,Fruit Juice,1
101803,Cookies,3
101803,Chicken,3
101803,Soap,3
101803,Yogurt,1
101803,Biscuits,2
101803,Toothbrush,2
101804,Fruit Juice,3
101804,Shampoo,3
101804,Potato,3
101804,Butter,1
101804,Conditioner,3
101805,Banana,2
101805,Chicken,3
101805,Yogurt,3
101805,Sugar,1
101805,Wheat Flour,2
101806,Shampoo,3
101806,Popcorn,3
101806,Grapes,1
101806,Tissue Paper,3
101807,Potato,3
101807,Carrot,2
101807,Rice,3
101807,Soft Drink,1
101808,Dishwashing Liquid,2
101808,Salt,2
101808,Grapes,1
101808,Conditioner,3
101808,Sugar,2
101809,Milk,3
101809,Banana,2
101809,Tissue Paper,2
101809,Bread,3
101809,Soap,2
101809,Cooking Oil,1
101809,Grapes,2
101810,Milk,3
101810,Chicken,2
101810,Dishwashing Liquid,3
101810,Rice,3
101810,Bread,3
101810,Shampoo,2
101810,Grapes,2
101811,Grapes,2
101811,Banana,2
101811,Chicken,1
101811,Conditioner,2
101812,Tissue Paper,2
101812,Rice,2
101812,Spices,3
101812,Tomato,3
101812,Toothbrush,1
101813,Milk,1
101813,Banana,1
101813,Chicken,1
101813,Apple,1
101813,Conditioner,2
101814,Cheese,3
101814,Detergent,1
101814,Rice,2
101814,Butter,3
101814,Sugar,2
101815,Milk,3
101815,Tea,1
101815,Detergent,2
101815,Onion,2
101815,Toothbrush,2
101816,Popcorn,1
101816,Chicken,1
101816,Tea,1
101816,Soap,2
101816,Onion,2
101816,Toothbrush,1
101817,Carrot,3
101817,Cheese,3
101817,Chocolate,2
101817,Rice,3
101817,Onion,1
101818,Dishwashing Liquid,2
101818,Detergent,3
101818,Bread,3
101818,Orange,2
101819,Dishwashing Liquid,2
101819,Bread,3
101819,Soap,1
101819,Coffee,1
101819,Cooking Oil,1
101819,Conditioner,3
101820,Cookies,1
101820,Coffee,2
101820,Chocolate,2
101821,Chicken,2
101821,Grapes,2
101821,Sugar,2
101822,Potato,2
101822,Detergent,1
101822,Grapes,1
101822,Tomato,1
101823,Cooking Oil,1
101823,Jam,1
101823,Fish,1
101823,Sugar,3
101824,Milk,2
101824,Cheese,2
101824,Bread,2
101824,Butter,2
101824,Orange,2
101825,Tea,3
101825,Jam,1
101825,Chicken,2
101825,Toothbrush,1
101826,Shampoo,3
101826,Onion,3
101826,Tea,1
101826,Orange,1
101827,Biscuits,1
101827,Popcorn,3
101827,Sugar,2
101828,Banana,2
101828,Popcorn,3
101828,Fruit Juice,3
101828,Spices,2
101828,Onion,3
101828,Soft Drink,2
101828,Toothbrush,1
101829,Biscuits,2
101829,Onion,1
101829,Jam,3
101829,Grapes,2
101830,Shampoo,1
101830,Salt,2
101830,Conditioner,1
101831,Potato,2
101831,Chicken,2
101831,Toothpaste,2
101832,Chocolate,2
101832,Soap,3
101832,Potato,3
101832,Soft Drink,3
101832,Grapes,3
101833,Dishwashing Liquid,2
101833,Spices,3
101833,Onion,1
101833,Chips,1
101833,Grapes,2
101833,Orange,1
101834,Cookies,3
101834,Chocolate,1
101834,Eggs,1
101834,Shampoo,3
101834,Coffee,3
101834,Conditioner,3
101835,Biscuits,3
101835,Butter,1
101835,Toothbrush,2
101835,Soap,1
101836,Milk,3
101836,Detergent,1
101836,Soap,2
101836,Shampoo,1
101836,Biscuits,1
101837,Cookies,1
101837,Chocolate,3
101837,Jam,3
101837,Salt,1
101837,Grapes,2
101837,Conditioner,2
101838,Shampoo,3
101838,Eggs,2
101838,Carrot,3
101838,Soap,1
101839,Chicken,2
101839,Chocolate,1
101839,Apple,3
101839,Cooking Oil,3
101839,Grapes,3
101839,Sugar,3
101840,Cookies,1
101840,Chicken,3
101840,Bread,1
101840,Jam,3
101840,Butter,3
101840,Tomato,2
101841,Banana,3
101841,Fruit Juice,3
101841,Toothpaste,3
101841,Conditioner,2
101841,Grapes,3
101841,Orange,2
101841,Toothbrush,2
101842,Dishwashing Liquid,3
101842,Toothpaste,3
101842,Fruit Juice,1
101842,Potato,3
101842,Tomato,1
101843,Biscuits,2
101843,Yogurt,3
101843,Toothbrush,3
101843,Tissue Paper,1
101844,Chicken,1
101844,Toothpaste,2
101844,Spices,1
101844,Apple,2
101844,Tomato,2
101845,Tea,1
101845,Rice,3
101845,Fruit Juice,1
101846,Butter,1
101846,Jam,3
101846,Bread,1
101846,Toothbrush,3
101847,Shampoo,1
101847,Banana,3
101847,Dishwashing Liquid,3
101848,Fruit Juice,2
101848,Salt,2
101848,Dishwashing Liquid,1
101849,Chocolate,3
101849,Potato,3
101849,Detergent,2
101849,Cooking Oil,3
101850,Milk,1
101850,Bread,3
101850,Spices,2
101850,Jam,1
101850,Conditioner,3
101851,Coffee,1
101851,Eggs,3
101851,Milk,1
101851,Sugar,3
101852,Shampoo,3
101852,Jam,2
101852,Coffee,1
101852,Soap,3
101853,Cheese,3
101853,Toothbrush,3
101853,Toothpaste,1
101854,Chocolate,2
101854,Spices,1
101854,Jam,2
101854,Butter,3
101854,Sugar,3
101855,Shampoo,3
101855,Eggs,2
101855,Conditioner,3
101855,Sugar,3
101856,Milk,2
101856,Cheese,2
101856,Popcorn,1
101856,Chicken,2
101856,Spices,3
101856,Cooking Oil,2
101856,Tomato,2
101857,Carrot,2
101857,Popcorn,2
101857,Dishwashing Liquid,1
101857,Tissue Paper,1
101857,Tomato,2
101858,Fish,3
101858,Rice,1
101858,Orange,3
101859,Shampoo,1
101859,Spices,3
101859,Popcorn,3
101860,Carrot,2
101860,Milk,2
101860,Popcorn,1
101860,Eggs,3
101860,Biscuits,3
101860,Wheat Flour,2
101861,Chocolate,3
101861,Fruit Juice,3
101861,Spices,2
101861,Yogurt,2
101861,Fish,2
101862,Milk,2
101862,Detergent,1
101862,Coffee,1
101862,Chips,2
101862,Butter,1
101863,Banana,1
101863,Tea,3
101863,Shampoo,3
101863,Apple,1
101863,Conditioner,3
101863,Sugar,2
101864,Milk,1
101864,Chocolate,1
101864,Chicken,3
101864,Shampoo,3
101864,Apple,2
101864,Butter,3
101864,Wheat Flour,3
101865,Popcorn,2
101865,Spices,1
101865,Jam,2
101865,Coffee,2
101865,Toothbrush,1
101866,Butter,1
101866,Jam,2
101866,Detergent,2
101866,Bread,3
101867,Butter,3
101867,Toothpaste,2
101867,Grapes,1
101867,Tissue Paper,3
101868,Shampoo,2
101868,Onion,2
101868,Cookies,2
101868,Soap,2
101869,Milk,1
101869,Cheese,3
101869,Coffee,1
101869,Chips,2
101869,Butter,1
101869,Wheat Flour,2
101870,Banana,2
101870,Fruit Juice,1
101870,Eggs,1
101870,Apple,2
101870,Onion,2
101870,Butter,1
101871,Banana,3
101871,Tissue Paper,1
101871,Bread,1
101871,Jam,2
101871,Butter,2
101872,Popcorn,2
101872,Tea,3
101872,Yogurt,2
101872,Fish,1
101872,Soft Drink,3
101873,Carrot,1
101873,Chocolate,2
101873,Dishwashing Liquid,1
101873,Detergent,2
101873,Soft Drink,2
101874,Orange,2
101874,Apple,1
101874,Chocolate,1
101874,Soft Drink,3
101875,Carrot,1
101875,Toothpaste,2
101875,Tea,1
101875,Spices,1
101875,Fish,3
101875,Grapes,2
101876,Salt,1
101876,Fruit Juice,3
101876,Soft Drink,2
101877,Sugar,3
101877,Popcorn,2
101877,Wheat Flour,1
101878,Milk,1
101878,Chicken,1
101878,Tissue Paper,1
101878,Spices,2
101878,Wheat Flour,1
101879,Chocolate,1
101879,Dishwashing Liquid,1
101879,Bread,3
101879,Spices,2
101879,Sugar,1
101880,Tea,3
101880,Dishwashing Liquid,3
101880,Fruit Juice,2
101880,Toothbrush,1
101881,Carrot,2
101881,Coffee,2
101881,Soft Drink,3
101882,Shampoo,3
101882,Banana,1
101882,Wheat Flour,3
101883,Spices,2
101883,Grapes,1
101883,Yogurt,1
101883,Fruit Juice,1
101884,Eggs,1
101884,Rice,2
101884,Potato,1
101884,Grapes,1
101884,Sugar,3
101885,Banana,1
101885,Bread,3
101885,Salt,1
101885,Fish,2
101885,Soft Drink,3
101885,Biscuits,3
101886,Tea,3
101886,Onion,2
101886,Wheat Flour,3
101886,Sugar,2
101887,Detergent,1
101887,Onion,1
101887,Coffee,3
101887,Butter,3
101887,Sugar,1
101887,Toothbrush,2
101888,Chicken,2
101888,Eggs,3
101888,Rice,2
101888,Wheat Flour,3
101888,Cooking Oil,3
101888,Orange,2
101888,Toothbrush,1
101889,Cookies,3
101889,Milk,3
101889,Chocolate,1
101889,Toothpaste,2
101889,Apple,3
101889,Grapes,3
101890,Dishwashing Liquid,1
101890,Eggs,2
101890,Coffee,2
101890,Butter,1
101890,Orange,1
101891,Spices,2
101891,Cooking Oil,3
101891,Salt,3
101891,Rice,3
101892,Banana,3
101892,Jam,1
101892,Salt,1
101892,Cooking Oil,1
101892,Sugar,3
101893,Milk,1
101893,Toothpaste,1
101893,Cooking Oil,1
101893,Soft Drink,3
101893,Toothbrush,3
101894,Shampoo,2
101894,Conditioner,2
101894,Soft Drink,1
101895,Cookies,1
101895,Cheese,3
101895,Chocolate,3
101896,Carrot,3
101896,Milk,3
101896,Popcorn,3
101896,Rice,3
101896,Coffee,1
101896,Orange,1
101897,Banana,1
101897,Dishwashing Liquid,3
101897,Eggs,2
101897,Bread,1
101897,Apple,2
101897,Soft Drink,3
101898,Spices,2
101898,Fish,1
101898,Toothbrush,3
101898,Tissue Paper,3
101899,Carrot,1
101899,Detergent,1
101899,Soap,1
101899,Tomato,3
101899,Toothbrush,3
101900,Cookies,1
101900,Cooking Oil,3
101900,Conditioner,1
101901,Chicken,3
101901,Tea,1
101901,Eggs,3
101901,Potato,2
101901,Apple,1
101901,Salt,1
101902,Milk,2
101902,Chips,1
101902,Soft Drink,2
101903,Popcorn,2
101903,Chicken,3
101903,Dishwashing Liquid,3
101903,Bread,2
101903,Jam,2
101903,Wheat Flour,2
101904,Salt,3
101904,Cheese,3
101904,Bread,1
101904,Sugar,3
101905,Cookies,1
101905,Conditioner,2
101905,Salt,1
101905,Orange,1
101905,Sugar,3
101906,Onion,2
101906,Jam,1
101906,Apple,2
101906,Yogurt,3
101907,Spices,1
101907,Cookies,2
101907,Chips,1
101907,Soft Drink,1
101908,Spices,3
101908,Tomato,1
101908,Fish,3
101908,Sugar,2
101909,Jam,2
101909,Dishwashing Liquid,3
101909,Yogurt,2
101909,Fruit Juice,1
101910,Cheese,1
101910,Bread,1
101910,Spices,3
101910,Cooking Oil,1
101910,Biscuits,3
101910,Butter,1
101911,Bread,2
101911,Spices,1
101911,Cooking Oil,1
101911,Biscuits,1
101911,Sugar,3
101912,Potato,3
101912,Apple,2
101912,Jam,2
101912,Shampoo,2
101912,Cooking Oil,3
101913,Cookies,3
101913,Bread,1
101913,Salt,2
101913,Biscuits,1
101913,Grapes,1
101913,Butter,2
101914,Chocolate,1
101914,Shampoo,2
101914,Grapes,3
101914,Soft Drink,2
101914,Conditioner,1
101915,Shampoo,3
101915,Jam,3
101915,Fruit Juice,1
101916,Spices,3
101916,Salt,2
101916,Biscuits,2
101917,Carrot,3
101917,Rice,2
101917,Salt,3
101917,Yogurt,2
101917,Toothbrush,2
101917,Sugar,2
101918,Milk,2
101918,Cheese,1
101918,Chocolate,3
101918,Fruit Juice,2
101918,Eggs,3
101919,Chocolate,1
101919,Dishwashing Liquid,2
101919,Jam,3
101919,Grapes,2
101919,Sugar,3
101920,Carrot,2
101920,Chicken,2
101920,Onion,3
101920,Cooking Oil,1
101920,Soft Drink,1
101920,Tomato,2
101921,Banana,3
101921,Tea,1
101921,Eggs,2
101921,Detergent,1
101921,Chips,1
101921,Fish,3
101922,Tissue Paper,3
101922,Yogurt,2
101922,Cooking Oil,3
101922,Grapes,2
101922,Biscuits,3
101922,Conditioner,1
101922,Tomato,2
101923,Spices,1
101923,Cooking Oil,1
101923,Salt,1
101923,Rice,1
101924,Grapes,3
101924,Banana,1
101924,Fruit Juice,1
101925,Milk,2
101925,Toothpaste,1
101925,Bread,1
101925,Jam,3
101925,Fish,3
101925,Butter,3
101926,Chips,3
101926,Cheese,2
101926,Conditioner,3
101927,Eggs,2
101927,Chicken,1
101927,Tissue Paper,1
101928,Cookies,1
101928,Chocolate,3
101928,Tea,1
101928,Detergent,3
101928,Shampoo,2
101928,Coffee,1
101928,Spices,2
101929,Tea,1
101929,Spices,3
101929,Conditioner,1
101929,Fish,1
101929,Orange,1
101929,Tomato,2
101930,Coffee,2
101930,Fruit Juice,1
101930,Tomato,3
101931,Milk,3
101931,Chicken,1
101931,Toothpaste,2
101931,Toothbrush,1
101931,Sugar,2
101932,Tea,1
101932,Soap,1
101932,Coffee,3
101932,Biscuits,3
101932,Sugar,3
101933,Carrot,1
101933,Soap,2
101933,Coffee,2
101933,Chips,3
101933,Tomato,1
101934,Milk,2
101934,Cheese,2
101934,Detergent,3
101934,Bread,1
101934,Butter,1
101935,Orange,2
101935,Apple,1
101935,Fruit Juice,1
101935,Sugar,1
101936,Carrot,2
101936,Rice,2
101936,Spices,3
101936,Onion,2
101936,Salt,1
101936,Cooking Oil,2
101937,Onion,3
101937,Coffee,2
101937,Salt,3
101937,Cooking Oil,3
101938,Jam,2
101938,Grapes,1
101938,Coffee,1
101938,Soft Drink,2
101939,Milk,1
101939,Fruit Juice,3
101939,Toothpaste,3
101939,Bread,3
101939,Butter,1
101940,Dishwashing Liquid,1
101940,Spices,1
101940,Yogurt,2
101940,Fish,1
101940,Orange,3
101941,Butter,1
101941,Jam,2
101941,Yogurt,1
101941,Cooking Oil,2
101942,Popcorn,3
101942,Detergent,3
101942,Soap,2
101942,Shampoo,1
101942,Orange,2
101943,Jam,1
101943,Eggs,2
101943,Detergent,2
101944,Conditioner,2
101944,Cooking Oil,2
101944,Soft Drink,1
101944,Wheat Flour,3
101945,Coffee,2
101945,Toothbrush,2
101945,Tomato,2
101946,Tea,1
101946,Potato,2
101946,Shampoo,3
101946,Biscuits,1
101946,Sugar,3
101947,Spices,2
101947,Cooking Oil,2
101947,Chicken,2
101947,Bread,3
101948,Tea,2
101948,Potato,1
101948,Spices,1
101948,Yogurt,3
101948,Cooking Oil,2
101948,Butter,1
101949,Cookies,1
101949,Cheese,2
101949,Soap,2
101949,Potato,2
101949,Apple,1
101950,Toothpaste,3
101950,Salt,2
101950,Yogurt,3
101950,Conditioner,1
101950,Toothbrush,2
101951,Cheese,1
101951,Dishwashing Liquid,3
101951,Toothpaste,3
101951,Rice,2
101951,Soft Drink,1
101951,Tomato,2
101952,Carrot,2
101952,Milk,1
101952,Chocolate,3
101952,Apple,1
101952,Wheat Flour,2
101953,Cookies,1
101953,Chicken,3
101953,Chocolate,2
101953,Soap,3
101953,Sugar,3
101954,Cookies,1
101954,Toothpaste,3
101954,Bread,2
101954,Rice,2
101954,Soap,1
101954,Shampoo,2
101955,Milk,3
101955,Cheese,2
101955,Eggs,2
101955,Bread,2
101955,Chips,1
101955,Soft Drink,2
101955,Butter,1
101955,Wheat Flour,3
101956,Chicken,2
101956,Soap,1
101956,Shampoo,2
101956,Jam,1
101956,Salt,3
101956,Tomato,3
101957,Butter,2
101957,Jam,1
101957,Bread,2
101957,Soft Drink,3
101958,Biscuits,3
101958,Cheese,1
101958,Chocolate,2
101958,Sugar,1
101959,Tea,2
101959,Chicken,1
101959,Shampoo,2
101959,Biscuits,1
101960,Banana,1
101960,Cheese,2
101960,Fruit Juice,1
101960,Detergent,1
101960,Rice,2
101960,Coffee,3
101960,Toothbrush,1
101961,Biscuits,1
101961,Cookies,3
101961,Chocolate,2
101962,Milk,1
101962,Banana,2
101962,Dishwashing Liquid,3
101962,Rice,1
101962,Shampoo,1
101963,Eggs,3
101963,Bread,1
101963,Salt,1
101963,Chips,2
101963,Butter,3
101964,Carrot,2
101964,Cookies,1
101964,Spices,3
101964,Apple,2
101964,Chips,2
101964,Soft Drink,2
101965,Milk,2
101965,Cookies,1
101965,Popcorn,1
101965,Rice,2
101965,Butter,3
101966,Chicken,3
101966,Fruit Juice,1
101966,Eggs,2
101966,Jam,1
101966,Fish,2
101966,Biscuits,3
101966,Sugar,1
101967,Tomato,2
101967,Rice,1
101967,Cooking Oil,3
101967,Grapes,3
101967,Sugar,2
101967,Wheat Flour,2
101968,Cookies,2
101968,Milk,1
101968,Chocolate,2
101968,Tissue Paper,3
101968,Bread,2
101968,Fish,2
101968,Toothbrush,2
101969,Fruit Juice,1
101969,Tea,1
101969,Bread,2
101969,Jam,2
101969,Butter,1
101970,Cookies,1
101970,Spices,2
101970,Fish,1
101970,Butter,1
101970,Toothbrush,1
101971,Biscuits,1
101971,Onion,1
101971,Fruit Juice,2
101972,Cookies,3
101972,Cheese,3
101972,Fish,1
101972,Orange,1
101972,Tomato,2
101973,Chocolate,1
101973,Tissue Paper,1
101973,Detergent,2
101973,Chips,1
101973,Orange,2
101974,Milk,1
101974,Cookies,2
101974,Dishwashing Liquid,2
101974,Fruit Juice,1
101974,Bread,1
101974,Cooking Oil,3
101974,Toothbrush,1
101975,Jam,1
101975,Salt,1
101975,Chicken,1
101975,Sugar,2
101976,Banana,1
101976,Rice,1
101976,Spices,2
101976,Salt,1
101976,Cooking Oil,3
101977,Banana,2
101977,Chocolate,2
101977,Tea,1
101977,Eggs,3
101977,Sugar,1
101977,Tomato,1
101978,Rice,2
101978,Soap,1
101978,Shampoo,1
101978,Cooking Oil,3
101978,Soft Drink,1
101978,Conditioner,3
101979,Salt,3
101979,Cooking Oil,3
101979,Bread,1
101980,Jam,1
101980,Banana,1
101980,Toothbrush,3
101981,Tea,2
101981,Onion,1
101981,Biscuits,2
101981,Sugar,1
101982,Popcorn,3
101982,Cheese,2
101982,Tissue Paper,3
101982,Tea,1
101982,Salt,2
101982,Sugar,2
101983,Spices,3
101983,Apple,3
101983,Chicken,1
101983,Soft Drink,3
101984,Apple,3
101984,Jam,1
101984,Banana,3
101984,Toothbrush,1
101985,Carrot,1
101985,Soap,1
101985,Shampoo,3
101985,Chips,3
101985,Grapes,3
101985,Butter,2
101986,Banana,3
101986,Cheese,2
101986,Onion,3
101986,Tomato,3
101986,Orange,2
101986,Toothbrush,3
101987,Toothpaste,2
101987,Soap,1
101987,Jam,1
101987,Cooking Oil,3
101987,Toothbrush,3
101988,Banana,3
101988,Chocolate,2
101988,Tissue Paper,1
101988,Soap,3
101988,Potato,1
101988,Jam,1
101989,Milk,2
101989,Rice,2
101989,Onion,1
101989,Biscuits,3
101989,Toothbrush,2
101990,Biscuits,1
101990,Milk,1
101990,Chips,1
101990,Soft Drink,2
101991,Biscuits,3
101991,Milk,3
101991,Eggs,3
101991,Dishwashing Liquid,2
101992,Spices,2
101992,Cooking Oil,2
101992,Salt,1
101992,Rice,3
101993,Potato,3
101993,Chips,1
101993,Yogurt,3
101993,Butter,1
101993,Orange,1
101994,Cookies,1
101994,Eggs,2
101994,Potato,2
101994,Biscuits,1
101994,Toothbrush,1
101995,Carrot,2
101995,Tissue Paper,2
101995,Bread,2
101995,Shampoo,1
101995,Soft Drink,3
101995,Butter,3
101996,Sugar,3
101996,Soap,3
101996,Orange,3
101996,Wheat Flour,2
101997,Butter,2
101997,Milk,2
101997,Cheese,1
101997,Bread,2
101998,Coffee,3
101998,Chips,3
101998,Cooking Oil,2
101998,Soft Drink,2
101999,Tea,2
101999,Eggs,1
101999,Onion,3
101999,Chips,1
101999,Grapes,2
102000,Carrot,2
102000,Soap,3
102000,Potato,1
102000,Biscuits,2
102000,Wheat Flour,3
102001,Banana,1
102001,Jam,3
102001,Yogurt,3
102001,Fish,2
102001,Orange,1
102002,Biscuits,1
102002,Eggs,2
102002,Fish,3
102002,Dishwashing Liquid,1
102003,Banana,2
102003,Salt,2
102003,Yogurt,2
102003,Fruit Juice,2
102004,Milk,2
102004,Dishwashing Liquid,2
102004,Salt,3
102004,Chips,2
102004,Soft Drink,3
102005,Cookies,1
102005,Detergent,3
102005,Spices,2
102005,Butter,3
102005,Sugar,3
102006,Milk,3
102006,Cookies,2
102006,Banana,1
102006,Chicken,1
102006,Jam,2
102006,Tomato,3
102007,Jam,1
102007,Banana,3
102007,Chicken,1
102008,Shampoo,2
102008,Cooking Oil,2
102008,Soap,3
102009,Cookies,1
102009,Tea,2
102009,Apple,1
102009,Conditioner,2
102009,Wheat Flour,3
102010,Carrot,3
102010,Spices,2
102010,Onion,1
102010,Apple,2
102010,Toothbrush,3
102011,Chicken,1
102011,Fruit Juice,2
102011,Eggs,2
102011,Potato,3
102011,Yogurt,1
102011,Butter,3
102012,Milk,1
102012,Detergent,2
102012,Spices,1
102012,Coffee,2
102012,Butter,2
102012,Sugar,2
102013,Butter,1
102013,Banana,2
102013,Popcorn,2
102013,Tissue Paper,3
102014,Chocolate,3
102014,Rice,1
102014,Coffee,2
102014,Salt,2
102014,Sugar,2
102015,Banana,3
102015,Fish,2
102015,Dishwashing Liquid,3
102016,Chicken,2
102016,Conditioner,2
102016,Tomato,1
102017,Chocolate,1
102017,Fruit Juice,3
102017,Dishwashing Liquid,2
102017,Soap,3
102017,Fish,2
102017,Conditioner,1
102018,Spices,2
102018,Coffee,3
102018,Grapes,3
102018,Sugar,2
102019,Salt,2
102019,Yogurt,2
102019,Fruit Juice,1
102020,Milk,3
102020,Fruit Juice,3
102020,Tissue Paper,1
102020,Chips,3
102020,Yogurt,3
102020,Biscuits,3
102021,Coffee,1
102021,Jam,2
102021,Fruit Juice,1
102021,Soft Drink,2
102022,Milk,1
102022,Cheese,1
102022,Fruit Juice,1
102022,Tissue Paper,3
102022,Bread,3
102023,Popcorn,2
102023,Chicken,2
102023,Tissue Paper,3
102023,Bread,3
102023,Grapes,2
102024,Carrot,3
102024,Salt,2
102024,Biscuits,3
102025,Apple,2
102025,Milk,1
102025,Salt,3
102025,Toothpaste,3
102026,Banana,2
102026,Popcorn,2
102026,Yogurt,3
102026,Soft Drink,1
102026,Toothbrush,2
102027,Carrot,2
102027,Cookies,3
102027,Banana,2
102027,Cheese,3
102027,Toothpaste,3
102027,Coffee,3
102028,Conditioner,1
